,Product Name,URL,Campaign Start,Campaign End,Attribution Revenue,Attribution Orders,Attribution Avg Price,Attribution COGS,Attribution Gross Profit,Attribution Net Profit,Attribution ROI (%),Attribution ROAS,Extended Revenue,Extended Orders,Total Revenue,Total Orders,Total Avg Price,Total COGS,Total Gross Profit,Total Net Profit,Total ROI (%),Total ROAS,Ad Spend,Impressions,Clicks,CTR (%),Conversion Rate (%),Attribution Window Revenue (%),Extended Window Revenue (%),CPA,Profit Margin (%),Total Profit Margin (%)
14 FEBRUARY - Elite Winter Clothing Set - 1.59 - SINGLE PRODUCT,Elite Winter Clothing Set,https://dd3662-08.myshopify.com/products/819597944205344768,2025-02-14 00:00:00+00:00,2025-02-21 00:00:00+00:00,719.5500000000001,9,79.95,287.82000000000005,431.73,390.28000000000003,941.5681544028951,17.359469240048252,0.0,0,719.5500000000001,9,79.95,287.82000000000005,431.73,390.28000000000003,941.5681544028951,17.359469240048252,41.45,5518,163,2.953968829285973,5.521472392638037,100.0,0.0,4.605555555555556,60.0,60.0
15 FEBRUARY - Crystal Star Dress - 1.57 - SINGLE PRODUCT,Crystal Star Dress,https://dd3662-08.myshopify.com/products/819597982113464320,2025-02-15 00:00:00+00:00,2025-02-22 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-37.54,-100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-37.54,-100.0,0.0,37.54,6573,414,6.29849383842994,0.0,0.0,0.0,,,
15 FEBRUARY- C22 ADS Collection (February 12) - COLLECTION,"['Elegant Floral Dress', 'Premium Elegant Wrap Dress', 'Organic Summer Dress', 'Long Sleeved Lace Maxi Dress', 'Elegant Asymmetrical Dress', 'Elegant Evening Dress with Floral Charm', 'Elegant Ruffled Evening Dress', 'Premium Midi Dress', 'Formal High Quality Midi Dress', 'Comfortable Elegant Pleated Dress', 'Premium Asymmetrical Elegant Dress']",https://dd3662-08.myshopify.com/collections/c22-ads-collection-february-12,2025-02-15 00:00:00+00:00,2025-02-22 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-60.14,-100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-60.14,-100.0,0.0,60.14,4724,170,3.598645215918713,0.0,0.0,0.0,,,
15 FEBRUARY - Elegant Lace Jumpsuit - 1.57 - SINGLE PRODUCT,Elegant Lace Jumpsuit,https://dd3662-08.myshopify.com/products/820034790286688256,2025-02-15 00:00:00+00:00,2025-02-22 00:00:00+00:00,54.95,1,54.95,21.980000000000004,32.97,8.239999999999998,33.31985442782045,2.2219975737970077,0.0,0,54.95,1,54.95,21.980000000000004,32.97,8.239999999999998,33.31985442782045,2.2219975737970077,24.73,1998,49,2.4524524524524525,2.0408163265306123,100.0,0.0,24.73,60.0,60.0
15 FEBRUARY - Comfy Block-heeled Loafers - 1.57 - SINGLE PRODUCT,Comfy Block-heeled Loafers,https://dd3662-08.myshopify.com/products/820034782359453696,2025-02-15 00:00:00+00:00,2025-02-22 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-24.56,-100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-24.56,-100.0,0.0,24.56,2152,43,1.9981412639405203,0.0,0.0,0.0,,,
15 FEBRUARY - Turtleneck Sweater and Pants Lounge Set - 1.57 - SINGLE PRODUCT,Turtleneck Sweater and Pants Lounge Set [No Sales Found],,2025-02-15 00:00:00+00:00,2025-02-22 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-24.59,-100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-24.59,-100.0,0.0,24.59,1568,63,4.017857142857143,0.0,0.0,0.0,,,
16 FEBRUARY - Casual Long Sleeve and Jogging Pants Set - 1.53 - SINGLE PRODUCT,Casual Long Sleeve and Jogging Pants Set,https://dd3662-08.myshopify.com/products/820034785123500032,2025-02-16 00:00:00+00:00,2025-02-23 00:00:00+00:00,49.95,1,49.95,19.980000000000004,29.97,-1.3300000000000018,-4.249201277955277,1.5958466453674123,0.0,0,49.95,1,49.95,19.980000000000004,29.97,-1.3300000000000018,-4.249201277955277,1.5958466453674123,31.3,2762,104,3.7653874004344683,0.9615384615384616,100.0,0.0,31.3,60.0,60.0
16 FEBRUARY - Smooth Silk Satin Shirt - 1.43 - SINGLE PRODUCT,Smooth Silk Satin Shirt [No Sales Found],,2025-02-16 00:00:00+00:00,2025-02-23 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-26.84,-100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-26.84,-100.0,0.0,26.84,2356,83,3.5229202037351444,0.0,0.0,0.0,,,
16 FEBRUARY - Trendy Leather Hobo Tote Bag - 1.48 - SINGLE PRODUCT,Trendy Leather Hobo Tote Bag,https://dd3662-08.myshopify.com/products/723941344803815424,2025-02-16 00:00:00+00:00,2025-02-23 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-26.95,-100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-26.95,-100.0,0.0,26.95,2680,52,1.9402985074626864,0.0,0.0,0.0,,,
16 FEBRUARY - Safety Leather Ankle Boots - 1.59 - SINGLE PRODUCT,Safety Leather Ankle Boots,https://dd3662-08.myshopify.com/products/820034798490746880,2025-02-16 00:00:00+00:00,2025-02-23 00:00:00+00:00,359.7,6,59.949999999999996,143.88,215.82,170.39999999999998,375.1651254953764,7.919418758256274,0.0,0,359.7,6,59.949999999999996,143.88,215.82,170.39999999999998,375.1651254953764,7.919418758256274,45.42,5512,140,2.539912917271408,4.285714285714286,100.0,0.0,7.57,60.0,60.0
19 FEBRUARY- C23 ADS (Feb 18)- COLLECTION,"['Cozy Floral Art Sweater', 'Warm Colorful Sun Sweater', 'Cheerful Colorful Turtleneck', 'Soft Handcrafted Turtleneck Sweater', 'Premium Wool Turtleneck Handcrafted Sweater', 'Premium Knit Red Sun Turtleneck Sweater', 'Soft Knit DiamondTurtleneck Sweater', 'Warm Handmade Turtleneck Sweater', 'Multicolor Cloud and Sun Vintage Hoodie', 'Multicolor Roadtrip Retro Hoodie']",https://dd3662-08.myshopify.com/collections/c23-ads-collection-february-18,2025-02-19 00:00:00+00:00,2025-02-26 00:00:00+00:00,39.95,1,39.95,15.980000000000002,23.97,-49.32000000000001,-67.29431027425298,0.5450948287624505,0.0,0,39.95,1,39.95,15.980000000000002,23.97,-49.32000000000001,-67.29431027425298,0.5450948287624505,73.29,7717,331,4.289231566670986,0.3021148036253776,100.0,0.0,73.29,60.0,60.0
20 FEBRUARY - Elegant Warm Puffer Jacket - 1.52 - SINGLE PRODUCT,Elegant Warm Puffer Jacket,https://dd3662-08.myshopify.com/products/8-217047236429742e-17,2025-02-20 00:00:00+00:00,2025-02-27 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-43.13,-100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-43.13,-100.0,0.0,43.13,4519,101,2.235007745076344,0.0,0.0,0.0,,,
20 FEBRUARY - Rainbow Striped Zip-up Jacket - 1.55 - SINGLE PRODUCT,Rainbow Striped Zip-up Jacket [No Sales Found],,2025-02-20 00:00:00+00:00,2025-02-27 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-24.92,-100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-24.92,-100.0,0.0,24.92,3161,51,1.6134134767478645,0.0,0.0,0.0,,,
20 FEBRUARY - Comfortable and Loose Pants - 1.47 - SINGLE PRODUCT,Comfortable and Loose Pants,https://dd3662-08.myshopify.com/products/8-217046352773775e-17,2025-02-20 00:00:00+00:00,2025-02-27 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-24.29,-100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-24.29,-100.0,0.0,24.29,2553,38,1.4884449667058364,0.0,0.0,0.0,,,
20 FEBRUARY - Corduroy Button-down Jacket - 1.55 - SINGLE PRODUCT,Corduroy Button-down Jacket,https://dd3662-08.myshopify.com/products/8-217046460567388e-17,2025-02-20 00:00:00+00:00,2025-02-27 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-24.86,-100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-24.86,-100.0,0.0,24.86,4948,43,0.8690379951495554,0.0,0.0,0.0,,,
20 FEBRUARY - Windproof Pants - 1.60 - SINGLE PRODUCT,Windproof Pants,https://dd3662-08.myshopify.com/products/8-217046372738662e-17,2025-02-20 00:00:00+00:00,2025-02-27 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-25.7,-100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-25.7,-100.0,0.0,25.7,2358,53,2.247667514843087,0.0,0.0,0.0,,,
21 FEBRUARY- C25 ADS Collection (February 20) - COLLECTION,"['Stripe Vintage Boho Pants', 'Mushroom Print Vintage Boho Pants', 'Purple and Yellow Flower Print Vintage Boho Pants', 'Stars and Stripe Print Vintage Boho Pants', 'Leopard Print Vintage Boho Pants', 'Vibrant Flower Print Vintage Boho Pants', 'Purple Floral Print Vintage Boho Pants', 'Rainbow Ombre Vintage Boho Pants', 'Multicolor Print Vintage Boho Pants', 'Denim Vintage Boho Pants', 'Star Print Vintage Boho Pants', 'Beige Wave and Bird Vintage Boho Pants', 'Aztec Print Vintage Boho Pants', 'Vintage Floral Print Denim Flared Pants']",https://dd3662-08.myshopify.com/collections/c25-ads-collection-february-20,2025-02-21 00:00:00+00:00,2025-02-28 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-53.82,-100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-53.82,-100.0,0.0,53.82,5776,102,1.7659279778393353,0.0,0.0,0.0,,,
21 FEBRUARY - Casual Single Breasted Lapel Wool Coat - 1.51 - SINGLE PRODUCT,Casual Single Breasted Lapel Wool Coat,https://dd3662-08.myshopify.com/products/821704654386626560,2025-02-21 00:00:00+00:00,2025-02-28 00:00:00+00:00,44.95,1,44.95,17.98,26.970000000000002,-16.23,-37.56944444444444,1.0405092592592593,0.0,0,44.95,1,44.95,17.98,26.970000000000002,-16.23,-37.56944444444444,1.0405092592592593,43.2,3205,150,4.6801872074882995,0.6666666666666667,100.0,0.0,43.2,60.0,60.0
21 FEBRUARY - Casual Ergo Sneakers - 1.56 - SINGLE PRODUCT,Casual Ergo Sneakers,https://dd3662-08.myshopify.com/products/8-217047338099671e-17,2025-02-21 00:00:00+00:00,2025-02-28 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-28.64,-100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-28.64,-100.0,0.0,28.64,2557,83,3.245991396167384,0.0,0.0,0.0,,,
21 FEBRUARY - Heartbeat Sweater and Pants Set - 1.62 - SINGLE PRODUCT,Heartbeat Sweater and Pants Set [No Sales Found],,2025-02-21 00:00:00+00:00,2025-02-28 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-28.06,-100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-28.06,-100.0,0.0,28.06,2050,43,2.097560975609756,0.0,0.0,0.0,,,
21 FEBRUARY - Casual Herringbone Pattern Trousers - 1.48 - SINGLE PRODUCT,Casual Herringbone Pattern Trousers,https://dd3662-08.myshopify.com/products/8-217047002387579e-17,2025-02-21 00:00:00+00:00,2025-02-28 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-41.61,-100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-41.61,-100.0,0.0,41.61,6375,110,1.7254901960784312,0.0,0.0,0.0,,,
24 FEBRUARY - Women's Comfortable Trail and Walking Shoes - 1.48 - SINGLE PRODUCT,Women's Comfortable Trail and Walking Shoes [No Sales Found],,2025-02-24 00:00:00+00:00,2025-03-03 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-35.01,-100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-35.01,-100.0,0.0,35.01,3720,92,2.4731182795698925,0.0,0.0,0.0,,,
24 FEBRUARY - Classic Leather Jacket - 1.48 - SINGLE PRODUCT,Classic Leather Jacket,https://dd3662-08.myshopify.com/products/822382575036137472,2025-02-24 00:00:00+00:00,2025-03-03 00:00:00+00:00,89.9,2,44.95,35.96,53.940000000000005,15.170000000000002,39.12819190095435,2.318803198349239,0.0,0,89.9,2,44.95,35.96,53.940000000000005,15.170000000000002,39.12819190095435,2.318803198349239,38.77,5553,114,2.0529443544030253,1.7543859649122806,100.0,0.0,19.385,60.0,60.0
24 FEBRUARY -Urban Corduroy Shoulder Tote Bag - 1.48 - SINGLE PRODUCT,Urban Corduroy Shoulder Tote Bag,,2025-02-24 00:00:00+00:00,2025-03-03 00:00:00+00:00,44.95,1,44.95,17.98,26.970000000000002,-7.449999999999999,-21.64439279488669,1.3059267867518884,0.0,0,44.95,1,44.95,17.98,26.970000000000002,-7.449999999999999,-21.64439279488669,1.3059267867518884,34.42,4243,89,2.0975724723073297,1.1235955056179776,100.0,0.0,34.42,60.0,60.0
25 FEBRUARY - Comfy Turtleneck Hooded Sweater - 1.51 - SINGLE PRODUCT,Comfy Turtleneck Hooded Sweater,https://dd3662-08.myshopify.com/products/8-220804914767462e-17,2025-02-25 00:00:00+00:00,2025-03-04 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-26.77,-100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-26.77,-100.0,0.0,26.77,3038,55,1.8104015799868336,0.0,0.0,0.0,,,
25 FEBRUARY- C26 ADS Collection (February 20) - COLLECTION,"['Premium Warm Trench Coat', 'Water and Windproof Winter Jacket', 'Waterproof Windbreaker Jacket', 'Classic Casual Winter Jacket', 'Elegant Full Zip Cardigan', 'Long Winter Coat', 'Stand Collar Quilted Winter Jacket', ""Classic Men's Trench Coat"", 'Check-lined Winter Zip-up Jacket', 'Winter Leather Hooded Jacket', 'Two-Part Puffer Jacket', 'Leather Biker Jacket', ""Men's Luxury Jacket"", 'Classic Fur-lined Leather Jacket', 'Gentleman Button-down Cardigan', 'Elegant Hooded Zip Jacket', 'Waterproof and Windproof Down Jacket', 'Classic Warm Quilted Jacket', 'Winter Leather Jacket', ""Men's Elegant Zip Jacket"", 'Plaid Warm Jacket for Men']",https://dd3662-08.myshopify.com/collections/c26-ads-collection-february-20,2025-02-25 00:00:00+00:00,2025-03-04 00:00:00+00:00,49.95,1,49.95,19.980000000000004,29.97,-55.34,-64.86930019927324,0.585511663345446,0.0,0,49.95,1,49.95,19.980000000000004,29.97,-55.34,-64.86930019927324,0.585511663345446,85.31,5578,202,3.6213696665471495,0.49504950495049505,100.0,0.0,85.31,60.0,60.0
25 FEBRUARY - Trendy Blouse and Pants Set - 1.53 - SINGLE PRODUCT,Trendy Blouse and Pants Set,https://dd3662-08.myshopify.com/products/822386288974888960,2025-02-25 00:00:00+00:00,2025-03-04 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-29.54,-100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-29.54,-100.0,0.0,29.54,1794,75,4.1806020066889635,0.0,0.0,0.0,,,
25 FEBRUARY - Premium Comfort Sneakers - 1.57 - SINGLE PRODUCT,Premium Comfort Sneakers,https://dd3662-08.myshopify.com/products/822386282045898752,2025-02-25 00:00:00+00:00,2025-03-04 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-62.59,-100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-62.59,-100.0,0.0,62.59,10649,220,2.065921682787116,0.0,0.0,0.0,,,
25 FEBRUARY - Classic Corduroy Blazer - 1.63 - SINGLE PRODUCT,Classic Corduroy Blazer,https://dd3662-08.myshopify.com/products/822386292061896704,2025-02-25 00:00:00+00:00,2025-03-04 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-23.24,-100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-23.24,-100.0,0.0,23.24,2889,31,1.0730356524749047,0.0,0.0,0.0,,,
25 FEBRUARY - Elegant Classy Long Dress - 1.58 - SINGLE PRODUCT,Elegant Classy Long Dress,https://dd3662-08.myshopify.com/products/822386302518296576,2025-02-25 00:00:00+00:00,2025-03-04 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-24.14,-100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-24.14,-100.0,0.0,24.14,2768,56,2.023121387283237,0.0,0.0,0.0,,,
26 FEBRUARY - Soft Comfy Hoodie - 1.55 - SINGLE PRODUCT,Soft Comfy Hoodie,https://dd3662-08.myshopify.com/products/822386305752104960,2025-02-26 00:00:00+00:00,2025-03-05 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-27.95,-100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-27.95,-100.0,0.0,27.95,4354,67,1.53881488286633,0.0,0.0,0.0,,,
26 FEBRUARY - Casual Supreme Sneakers - 1.53 - SINGLE PRODUCT,Casual Supreme Sneakers,https://dd3662-08.myshopify.com/products/822386295509614592,2025-02-26 00:00:00+00:00,2025-03-05 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-29.08,-100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-29.08,-100.0,0.0,29.08,4423,83,1.876554374858693,0.0,0.0,0.0,,,
26 FEBRUARY - Full Zip-up Dress Jacket - 1.54 - SINGLE PRODUCT,Full Zip-up Dress Jacket,https://dd3662-08.myshopify.com/products/822904755763281920,2025-02-26 00:00:00+00:00,2025-03-05 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-25.13,-100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-25.13,-100.0,0.0,25.13,1991,116,5.826217980914113,0.0,0.0,0.0,,,
26 FEBRUARY - Classic Elegant Leather BIker Jacket - 1.58 - SINGLE PRODUCT,Classic Elegant Leather Biker Jacket,https://dd3662-08.myshopify.com/products/822904755616481280,2025-02-26 00:00:00+00:00,2025-03-05 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-23.19,-100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-23.19,-100.0,0.0,23.19,2224,43,1.9334532374100721,0.0,0.0,0.0,,,
26 FEBRUARY - Radiant Denim Maxi Dress  - 1.60 - SINGLE PRODUCT,Radiant Denim Maxi Dress,https://dd3662-08.myshopify.com/products/822904745290104832,2025-02-26 00:00:00+00:00,2025-03-05 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-22.11,-100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-22.11,-100.0,0.0,22.11,1612,43,2.6674937965260543,0.0,0.0,0.0,,,
26 FEBRUARY - Classic Suede Fleece-lined Jacket - 1.54 - SINGLE PRODUCT,Classic Suede Fleece-lined Jacket,https://dd3662-08.myshopify.com/products/822904755318685696,2025-02-26 00:00:00+00:00,2025-03-05 00:00:00+00:00,59.95,1,59.95,23.980000000000004,35.97,-12.920000000000002,-26.426672121088163,1.2262221313151975,0.0,0,59.95,1,59.95,23.980000000000004,35.97,-12.920000000000002,-26.426672121088163,1.2262221313151975,48.89,4273,155,3.627428036508308,0.6451612903225806,100.0,0.0,48.89,60.0,60.0
27 FEBRUARY- C26 ADS Collection (February 20) - COLLECTION - RELAUNCH,"['Premium Warm Trench Coat', 'Water and Windproof Winter Jacket', 'Waterproof Windbreaker Jacket', 'Classic Casual Winter Jacket', 'Elegant Full Zip Cardigan', 'Long Winter Coat', 'Stand Collar Quilted Winter Jacket', ""Classic Men's Trench Coat"", 'Check-lined Winter Zip-up Jacket', 'Winter Leather Hooded Jacket', 'Two-Part Puffer Jacket', 'Leather Biker Jacket', ""Men's Luxury Jacket"", 'Classic Fur-lined Leather Jacket', 'Gentleman Button-down Cardigan', 'Elegant Hooded Zip Jacket', 'Waterproof and Windproof Down Jacket', 'Classic Warm Quilted Jacket', 'Winter Leather Jacket', ""Men's Elegant Zip Jacket"", 'Plaid Warm Jacket for Men']",https://dd3662-08.myshopify.com/collections/c26-ads-collection-february-20,2025-02-27 00:00:00+00:00,2025-03-06 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-91.11,-100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-91.11,-100.0,0.0,91.11,4731,374,7.905305432255337,0.0,0.0,0.0,,,
27 FEBRUARY- C27 ADS Collection (February 24) - COLLECTION,"[""Men's Sweater With Checked Design"", ""Stylish Men's Sweater"", ""Men's Sweater with Diamond Design"", ""Cool Men's Sweater"", ""Men's Sweater With Stripe Design"", 'Waffle Knit Crewneck Sweater', ""Cool Men's Sweater"", ""Men's Sweater with Diamond Pattern"", ""Premium Men's Vest"", ""Half-Zip Men's Sweater""]",https://dd3662-08.myshopify.com/collections/c27-ads-collection-february-24,2025-02-27 00:00:00+00:00,2025-03-06 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-46.15,-100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-46.15,-100.0,0.0,46.15,2669,146,5.470213563132259,0.0,0.0,0.0,,,
27 FEBRUARY-  C28 ADS Collection (February 24) - COLLECTION,"['Retro Wave Pattern Sweater', 'Retro Knitted Fall Sweater', 'Cozy Mohair Knit Sweater', 'Ethnic Retro Hooded Sweater', 'Cozy Floral Art Sweater', 'Gray Sheep Print Knitted Sweater', 'Multi Stripe Winter Sweater', 'Warm Knitted Comfy Sweater', 'Soft Cozy Sweater', 'Fall Luxe Checkered Knit Sweater', 'Bi-color Turtleneck Knitted Sweater', 'Elegant Stripe Color Block Sweater', 'Herringbone Pattern Turtleneck Sweater', 'Classic Fall-Winter Knitted Sweater', 'Leopard Print Sweater', 'Comfortable, Knitted, Soft Turtleneck Sweater']",https://dd3662-08.myshopify.com/collections/c28-ads-collection-february-24,2025-02-27 00:00:00+00:00,2025-03-06 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-52.43,-100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-52.43,-100.0,0.0,52.43,3393,127,3.7430002947244327,0.0,0.0,0.0,,,
28 FEBRUARY - Short Button-down Wool Coat  - 1.51 - SINGLE PRODUCT,Short Button-down Wool Coat,https://dd3662-08.myshopify.com/products/811239043051290624,2025-02-28 00:00:00+00:00,2025-03-07 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-25.87,-100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-25.87,-100.0,0.0,25.87,4123,329,7.979626485568761,0.0,0.0,0.0,,,
28 FEBRUARY - Elegant Casual Shirt  - 1.68 - SINGLE PRODUCT,Elegant Casual Shirt,https://dd3662-08.myshopify.com/products/823939178185097216,2025-02-28 00:00:00+00:00,2025-03-07 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-27.07,-100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-27.07,-100.0,0.0,27.07,1514,101,6.67107001321004,0.0,0.0,0.0,,,
28 FEBRUARY - Trendy Fashionable Art Printed Shirt  - 1.47 - SINGLE PRODUCT,Trendy Fashionable Art Printed Shirt [No Sales Found],,2025-02-28 00:00:00+00:00,2025-03-07 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-23.41,-100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-23.41,-100.0,0.0,23.41,1670,89,5.3293413173652695,0.0,0.0,0.0,,,
28 FEBRUARY -  Elegant Single-button Wool Coat - 1.54 - SINGLE PRODUCT,Elegant Single-button Wool Coat,https://dd3662-08.myshopify.com/products/823939176662564864,2025-02-28 00:00:00+00:00,2025-03-07 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-27.6,-100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-27.6,-100.0,0.0,27.6,3595,222,6.1752433936022255,0.0,0.0,0.0,,,
28 FEBRUARY - Classic Floral Button-down Shirt - 1.54 - SINGLE PRODUCT,Classic Floral Button-down Shirt,https://dd3662-08.myshopify.com/products/824294251511676928,2025-02-28 00:00:00+00:00,2025-03-07 00:00:00+00:00,44.95,1,44.95,17.98,26.970000000000002,-1.8199999999999967,-6.321639458145178,1.5613060090309137,0.0,0,44.95,1,44.95,17.98,26.970000000000002,-1.8199999999999967,-6.321639458145178,1.5613060090309137,28.79,2995,212,7.078464106844741,0.4716981132075472,100.0,0.0,28.79,60.0,60.0
