,Product Name,URL,Campaign Start,Campaign End,Attribution Revenue,Attribution Orders,Attribution Avg Price,Attribution COGS,Attribution Gross Profit,Attribution Net Profit,Attribution ROI (%),Attribution ROAS,Extended Revenue,Extended Orders,Total Revenue,Total Orders,Total Avg Price,Total COGS,Total Gross Profit,Total Net Profit,Total ROI (%),Total ROAS,Ad Spend,Impressions,Clicks,CTR (%),Conversion Rate (%),Attribution Window Revenue (%),Extended Window Revenue (%),CPA,Profit Margin (%),Total Profit Margin (%),Original Campaign,Product Count,campaignName,Total Refunds,Total Refund Value,Refund Rate,Total Disputes,Dispute Rate,Top Refund Reasons
58,Retro Square Heeled Pumps,https://dd3662-08.myshopify.com/products/809786630096289792,2025-01-19 00:00:00+00:00,2025-01-26 00:00:00+00:00,69.95,1.0,69.95,27.980000000000004,41.97,-68.56439999999999,-62.029920097272885,0.6328346650454519,0.0,0.0,69.95,1.0,69.95,27.980000000000004,41.97,-68.56439999999999,-62.029920097272885,0.6328346650454519,110.53439999999999,14142.0,229.0,1.6192900579833123,0.43668122270742354,100.0,0.0,110.53439999999999,-98.01915654038598,-98.01915654038598,,,,,,,,,
59,Casual Zip-Up Sweater,https://dd3662-08.myshopify.com/products/804006443077337088,2025-01-20 00:00:00+00:00,2025-01-27 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-26.131199999999996,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.131199999999996,-100.0,0.0,26.131199999999996,3168.0,78.0,2.462121212121212,0.0,0.0,0.0,,,,,,,,,,,,
60,Women's Cashmere Trench Coat,https://dd3662-08.myshopify.com/products/811239040081723392,2025-01-21 00:00:00+00:00,2025-01-28 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-52.5792,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-52.5792,-100.0,0.0,52.5792,4471.0,258.0,5.770521136211138,0.0,0.0,0.0,,,,,,,,,,,,
61,High Top Leather Lace-up Sneakers,https://dd3662-08.myshopify.com/products/811239050944970752,2025-01-21 00:00:00+00:00,2025-01-28 00:00:00+00:00,189.8,4.0,47.45,75.92,113.88000000000001,-115.67519999999998,-50.391017062562725,0.8268163822906213,0.0,0.0,189.8,4.0,47.45,75.92,113.88000000000001,-115.67519999999998,-50.391017062562725,0.8268163822906213,229.55519999999999,35258.0,818.0,2.32004084179477,0.4889975550122249,100.0,0.0,57.388799999999996,-60.94583772391991,-60.94583772391991,,,,,,,,,
62,Short Button-down Wool Coat,https://dd3662-08.myshopify.com/products/811239043051290624,2025-01-21 00:00:00+00:00,2025-01-28 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-46.8864,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46.8864,-100.0,0.0,46.8864,4643.0,179.0,3.8552659918156365,0.0,0.0,0.0,,,,,,,,,,,,
63,Gentleman Button-down Cardigan,https://dd3662-08.myshopify.com/products/811239049112059904,2025-01-22 00:00:00+00:00,2025-01-29 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-20.822400000000002,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.822400000000002,-100.0,0.0,20.822400000000002,2646.0,61.0,2.305366591080877,0.0,0.0,0.0,,,,,,,,,,,,
64,Woven Leather Hobo Bag,https://dd3662-08.myshopify.com/products/811239037636444160,2025-01-22 00:00:00+00:00,2025-01-29 00:00:00+00:00,149.85000000000002,3.0,49.95000000000001,59.94000000000001,89.91000000000001,18.370800000000017,25.679347826086985,2.0946557971014497,0.0,0.0,149.85000000000002,3.0,49.95000000000001,59.94000000000001,89.91000000000001,18.370800000000017,25.679347826086985,2.0946557971014497,71.5392,9535.0,175.0,1.8353434714210803,1.7142857142857144,100.0,0.0,23.8464,12.25945945945947,12.25945945945947,,,,,,,,,
65,Comfortable Leather Jacket,https://dd3662-08.myshopify.com/products/774349603645423616,2025-01-23 00:00:00+00:00,2025-01-30 00:00:00+00:00,59.95,1.0,59.95,23.980000000000004,35.97,-81.198,-69.30049160180253,0.5116584733032911,0.0,0.0,59.95,1.0,59.95,23.980000000000004,35.97,-81.198,-69.30049160180253,0.5116584733032911,117.16799999999999,17448.0,304.0,1.742320036680422,0.3289473684210526,100.0,0.0,117.16799999999999,-135.44286905754794,-135.44286905754794,,,,,,,,,
66,The Classic Overshirt,https://dd3662-08.myshopify.com/products/811997668095033344,2025-01-23 00:00:00+00:00,2025-01-30 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-22.0224,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.0224,-100.0,0.0,22.0224,1813.0,30.0,1.654715940430226,0.0,0.0,0.0,,,,,,,,,,,,
67,Double-breasted Wool Trench Coat,https://dd3662-08.myshopify.com/products/811997679608397824,2025-01-23 00:00:00+00:00,2025-01-30 00:00:00+00:00,169.85000000000002,3.0,56.616666666666674,67.94000000000001,101.91000000000001,-26.778000000000006,-20.808466989929133,1.319858883501181,0.0,0.0,169.85000000000002,3.0,56.616666666666674,67.94000000000001,101.91000000000001,-26.778000000000006,-20.808466989929133,1.319858883501181,128.68800000000002,12561.0,578.0,4.60154446302046,0.5190311418685121,100.0,0.0,42.89600000000001,-15.765675596114221,-15.765675596114221,,,,,,,,,
68,Warm Casual Corduroy Pants,https://dd3662-08.myshopify.com/products/811997677314113536,2025-01-24 00:00:00+00:00,2025-01-31 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-20.630399999999998,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.630399999999998,-100.0,0.0,20.630399999999998,1277.0,20.0,1.5661707126076743,0.0,0.0,0.0,,,,,,,,,,,,
69,Self-Tie Bow Cardigan,https://dd3662-08.myshopify.com/products/811997670653558784,2025-01-24 00:00:00+00:00,2025-01-31 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-38.6112,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.6112,-100.0,0.0,38.6112,3095.0,55.0,1.7770597738287561,0.0,0.0,0.0,,,,,,,,,,,,
70,"Comfortable, Knitted, Soft Turtleneck Sweater",https://dd3662-08.myshopify.com/products/768539614947311616,2025-02-07 00:00:00+00:00,2025-02-14 00:00:00+00:00,44.95,1.0,44.95,17.98,26.970000000000002,-83.8236,-75.65743869682004,0.4057093550529995,0.0,0.0,44.95,1.0,44.95,17.98,26.970000000000002,-83.8236,-75.65743869682004,0.4057093550529995,110.7936,8345.0,270.0,3.2354703415218693,0.3703703703703704,100.0,0.0,110.7936,-186.4818687430478,-186.4818687430478,,,,,,,,,
71,Retro Square Heeled Pumps,https://dd3662-08.myshopify.com/products/809786630096289792,2025-02-07 00:00:00+00:00,2025-02-14 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-37.4016,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37.4016,-100.0,0.0,37.4016,4893.0,75.0,1.5328019619865114,0.0,0.0,0.0,,,,,,,,,,,,
72,Cheerful Colorful Turtleneck,https://dd3662-08.myshopify.com/products/806626983235551232,2025-02-07 00:00:00+00:00,2025-02-14 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-38.3904,-100.0,0.0,44.95,1.0,44.95,1.0,44.95,17.98,26.970000000000002,-11.420399999999997,-29.74806201550387,1.1708656330749354,38.3904,5776.0,149.0,2.579639889196676,0.0,0.0,100.0,,,-25.406896551724127,,,,,,,,,
73,Distressed Leather Hobo Bag,https://dd3662-08.myshopify.com/products/817343112861974528,2025-02-07 00:00:00+00:00,2025-02-14 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-39.542399999999994,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39.542399999999994,-100.0,0.0,39.542399999999994,5172.0,123.0,2.3781902552204177,0.0,0.0,0.0,,,,,,,,,,,,
74,Distressed Leather Hobo Bag,https://dd3662-08.myshopify.com/products/817343112861974528,2025-02-08 00:00:00+00:00,2025-02-15 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-24.566399999999998,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.566399999999998,-100.0,0.0,24.566399999999998,3734.0,54.0,1.44617032672737,0.0,0.0,0.0,,,,,,,,,,,,
75,Breathable Sport Shoes,https://dd3662-08.myshopify.com/products/817347362673393664,2025-02-08 00:00:00+00:00,2025-02-15 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-23.136,-100.0,0.0,44.95,1.0,44.95,1.0,44.95,17.98,26.970000000000002,3.834000000000003,16.571576763485492,1.9428596127247582,23.136,2248.0,45.0,2.0017793594306053,0.0,0.0,100.0,,,8.529477196885434,,,,,,,,,
76,Leopard Pattern Fur Jacket,https://dd3662-08.myshopify.com/products/817819985249304576,2025-02-10 00:00:00+00:00,2025-02-17 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-27.4464,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.4464,-100.0,0.0,27.4464,1458.0,51.0,3.4979423868312756,0.0,0.0,0.0,,,,,,,,,,,,
77,Modern and Ergonomic Casual Sneakers,https://dd3662-08.myshopify.com/products/817820087967809536,2025-02-10 00:00:00+00:00,2025-02-17 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-28.896,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.896,-100.0,0.0,28.896,3257.0,101.0,3.101013202333436,0.0,0.0,0.0,,,,,,,,,,,,
78,Loose Casual Lounge Set,https://dd3662-08.myshopify.com/products/817820007248429056,2025-02-10 00:00:00+00:00,2025-02-17 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-25.3632,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.3632,-100.0,0.0,25.3632,5538.0,47.0,0.8486818345973276,0.0,0.0,0.0,,,,,,,,,,,,
79,Vintage Floral Print Denim Flared Pants,https://dd3662-08.myshopify.com/products/817819996959801344,2025-02-10 00:00:00+00:00,2025-02-17 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-25.5936,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.5936,-100.0,0.0,25.5936,1959.0,64.0,3.2669729453802963,0.0,0.0,0.0,,,,,,,,,,,,
80,Comfortable and Stylish Button-down Sweater,https://dd3662-08.myshopify.com/products/817820065394065408,2025-02-11 00:00:00+00:00,2025-02-18 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-52.032000000000004,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-52.032000000000004,-100.0,0.0,52.032000000000004,5641.0,117.0,2.0741003368197126,0.0,0.0,0.0,,,,,,,,,,,,
81,Steel Toe Safety Shoes,https://dd3662-08.myshopify.com/products/818915744933740544,2025-02-11 00:00:00+00:00,2025-02-18 00:00:00+00:00,79.95,1.0,79.95,31.980000000000004,47.97,28.453200000000002,145.78824397442207,4.096470732907035,0.0,0.0,79.95,1.0,79.95,31.980000000000004,47.97,28.453200000000002,145.78824397442207,4.096470732907035,19.516799999999996,2124.0,61.0,2.871939736346516,1.639344262295082,100.0,0.0,19.516799999999996,35.58874296435272,35.58874296435272,,,,,,,,,
82,Cozy Graphic Sweater,https://dd3662-08.myshopify.com/products/799690288124657664,2025-02-11 00:00:00+00:00,2025-02-18 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-24.307199999999998,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.307199999999998,-100.0,0.0,24.307199999999998,3161.0,27.0,0.8541600759253402,0.0,0.0,0.0,,,,,,,,,,,,
83,Wool Coat,https://dd3662-08.myshopify.com/products/805472572324970496,2025-02-13 00:00:00+00:00,2025-02-20 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-25.113599999999998,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.113599999999998,-100.0,0.0,25.113599999999998,3351.0,38.0,1.1339898537749926,0.0,0.0,0.0,,,,,,,,,,,,
84,Four-piece Comfy Lounge Set,https://dd3662-08.myshopify.com/products/819323502224998400,2025-02-13 00:00:00+00:00,2025-02-20 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-24.5568,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.5568,-100.0,0.0,24.5568,1664.0,26.0,1.5625,0.0,0.0,0.0,,,,,,,,,,,,
85,Women's Tweed Button Jacket,https://dd3662-08.myshopify.com/products/819323498034888704,2025-02-13 00:00:00+00:00,2025-02-20 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-39.849599999999995,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39.849599999999995,-100.0,0.0,39.849599999999995,4761.0,205.0,4.305818105440034,0.0,0.0,0.0,,,,,,,,,,,,
86,Water and Windproof Winter Jacket,https://dd3662-08.myshopify.com/products/807302659773038592,2025-02-13 00:00:00+00:00,2025-02-20 00:00:00+00:00,559.6,8.0,69.95,223.84000000000003,335.76,-93.66719999999998,-21.812125547706337,1.3031312408715612,0.0,0.0,559.6,8.0,69.95,223.84000000000003,335.76,-93.66719999999998,-21.812125547706337,1.3031312408715612,429.42719999999997,68284.0,1913.0,2.8015347665631776,0.4181913225300575,100.0,0.0,53.678399999999996,-16.73824160114367,-16.73824160114367,,,,,,,,,
87,Breathable Sport Shoes,https://dd3662-08.myshopify.com/products/817347362673393664,2025-02-13 00:00:00+00:00,2025-02-20 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-25.151999999999997,-100.0,0.0,44.95,1.0,44.95,1.0,44.95,17.98,26.970000000000002,1.818000000000005,7.228053435114525,1.7871342239185755,25.151999999999997,3672.0,58.0,1.579520697167756,0.0,0.0,100.0,,,4.044493882091223,,,,,,,,,
88,Elegant Heart Button Cardigan,https://dd3662-08.myshopify.com/products/819312895992004608,2025-02-14 00:00:00+00:00,2025-02-21 00:00:00+00:00,49.95,1.0,49.95,19.980000000000004,29.97,-9.342000000000006,-23.763736263736277,1.2706043956043955,49.95,1.0,99.9,2.0,49.95,39.96000000000001,59.94,20.627999999999993,52.47252747252745,2.541208791208791,39.312000000000005,3633.0,124.0,3.413157170382604,0.8064516129032258,50.0,50.0,39.312000000000005,-18.702702702702716,20.648648648648642,,,,,,,,,
89,Breathable Lightweight Casual Lace-up Shoes,https://dd3662-08.myshopify.com/products/819323505639161856,2025-02-14 00:00:00+00:00,2025-02-21 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-24.604799999999997,-100.0,0.0,54.95,1.0,54.95,1.0,54.95,21.980000000000004,32.97,8.365200000000002,33.99824424502537,2.2333040707504233,24.604799999999997,2352.0,55.0,2.33843537414966,0.0,0.0,100.0,,,15.223293903548681,,,,,,,,,
90,Warm Fleece Hat,https://dd3662-08.myshopify.com/products/819597936269721600,2025-02-14 00:00:00+00:00,2025-02-21 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-23.2704,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.2704,-100.0,0.0,23.2704,3431.0,30.0,0.8743806470416788,0.0,0.0,0.0,,,,,,,,,,,,
91,Women's Double-breasted Coat and Pants Set,https://dd3662-08.myshopify.com/products/819597922369798144,2025-02-14 00:00:00+00:00,2025-02-21 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-23.2992,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.2992,-100.0,0.0,23.2992,2021.0,67.0,3.3151904997525974,0.0,0.0,0.0,,,,,,,,,,,,
92,Elite Winter Clothing Set,https://dd3662-08.myshopify.com/products/819597944205344768,2025-02-14 00:00:00+00:00,2025-02-21 00:00:00+00:00,719.5500000000001,9.0,79.95,287.82000000000005,431.73,52.80840000000006,13.936497681842383,1.8989416280307065,0.0,0.0,719.5500000000001,9.0,79.95,287.82000000000005,431.73,52.80840000000006,13.936497681842383,1.8989416280307065,378.92159999999996,57209.0,1782.0,3.114894509605132,0.5050505050505051,100.0,0.0,42.102399999999996,7.33908692933084,7.33908692933084,,,,,,,,,
93,Crystal Star Dress,https://dd3662-08.myshopify.com/products/819597982113464320,2025-02-15 00:00:00+00:00,2025-02-22 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-36.038399999999996,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36.038399999999996,-100.0,0.0,36.038399999999996,6573.0,414.0,6.29849383842994,0.0,0.0,0.0,,,,,,,,,,,,
94,Elegant Lace Jumpsuit,https://dd3662-08.myshopify.com/products/820034790286688256,2025-02-15 00:00:00+00:00,2025-02-22 00:00:00+00:00,54.95,1.0,54.95,21.980000000000004,32.97,9.229199999999999,38.874848362312974,2.31458080603855,0.0,0.0,54.95,1.0,54.95,21.980000000000004,32.97,9.229199999999999,38.874848362312974,2.31458080603855,23.7408,1998.0,49.0,2.4524524524524525,2.0408163265306123,100.0,0.0,23.7408,16.79563239308462,16.79563239308462,,,,,,,,,
95,Comfy Block-heeled Loafers,https://dd3662-08.myshopify.com/products/820034782359453696,2025-02-15 00:00:00+00:00,2025-02-22 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-23.577599999999997,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.577599999999997,-100.0,0.0,23.577599999999997,2152.0,43.0,1.9981412639405203,0.0,0.0,0.0,,,,,,,,,,,,
96,Turtleneck Sweater and Pants Lounge Set,https://dd3662-08.myshopify.com/products/820034779746402304,2025-02-15 00:00:00+00:00,2025-02-22 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-23.6064,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.6064,-100.0,0.0,23.6064,1568.0,63.0,4.017857142857143,0.0,0.0,0.0,,,,,,,,,,,,
97,Casual Long Sleeve and Jogging Pants Set,https://dd3662-08.myshopify.com/products/820034785123500032,2025-02-16 00:00:00+00:00,2025-02-23 00:00:00+00:00,49.95,1.0,49.95,19.980000000000004,29.97,-0.0779999999999994,-0.25958466453673923,1.6623402555910545,0.0,0.0,49.95,1.0,49.95,19.980000000000004,29.97,-0.0779999999999994,-0.25958466453673923,1.6623402555910545,30.048,2762.0,104.0,3.7653874004344683,0.9615384615384616,100.0,0.0,30.048,-0.15615615615615497,-0.15615615615615497,,,,,,,,,
98,Smooth Silk Satin Shirt,https://dd3662-08.myshopify.com/products/781264077212090368,2025-02-16 00:00:00+00:00,2025-02-23 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-25.766399999999997,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.766399999999997,-100.0,0.0,25.766399999999997,2356.0,83.0,3.5229202037351444,0.0,0.0,0.0,,,,,,,,,,,,
99,Trendy Leather Hobo Tote Bag [No Sales Found],,2025-02-16 00:00:00+00:00,2025-02-23 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-25.872,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.872,-100.0,0.0,25.872,2680.0,52.0,1.9402985074626864,0.0,0.0,0.0,,,,,,,,,,,,
100,Safety Leather Ankle Boots,https://dd3662-08.myshopify.com/products/820034798490746880,2025-02-16 00:00:00+00:00,2025-02-23 00:00:00+00:00,359.7,6.0,59.949999999999996,143.88,215.82,40.76400000000001,23.286262681656165,2.0547710446942693,0.0,0.0,359.7,6.0,59.949999999999996,143.88,215.82,40.76400000000001,23.286262681656165,2.0547710446942693,175.05599999999998,26185.0,421.0,1.6077907198777928,1.4251781472684086,100.0,0.0,29.176,11.332777314428693,11.332777314428693,,,,,,,,,
101,Elegant Warm Puffer Jacket,https://dd3662-08.myshopify.com/products/8-217047236429742e-17,2025-02-20 00:00:00+00:00,2025-02-27 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-41.731199999999994,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.731199999999994,-100.0,0.0,41.731199999999994,4568.0,101.0,2.2110332749562174,0.0,0.0,0.0,,,,,,,,,,,,
102,Rainbow Striped Zip-up Jacket,https://dd3662-08.myshopify.com/products/8-217047313688822e-17,2025-02-20 00:00:00+00:00,2025-02-27 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-23.9232,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.9232,-100.0,0.0,23.9232,3161.0,51.0,1.6134134767478645,0.0,0.0,0.0,,,,,,,,,,,,
103,Comfortable and Loose Pants,https://dd3662-08.myshopify.com/products/8-217046352773775e-17,2025-02-20 00:00:00+00:00,2025-02-27 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-23.318399999999997,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.318399999999997,-100.0,0.0,23.318399999999997,2553.0,38.0,1.4884449667058364,0.0,0.0,0.0,,,,,,,,,,,,
